ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SEN_SPEC_Total,E_20_SEN_SPEC_Dem,E_20_SEN_SPEC_Rep,E_21_SEN_ROFF_Total,E_21_SEN_ROFF_Dem,E_21_SEN_ROFF_Rep,E_21_SEN_SPECROFF_Total,E_21_SEN_SPECROFF_Dem,E_21_SEN_SPECROFF_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,23,45603,35834,6192,2710,638,490,104,0,0,51896,40364,8285,2086,1057,698,46,0,0,59048,42200,10153,4250,1106,1915,77,52875,40483,8416,2824,899,901,100,2476,555,3,0,8,935,57971,41634,10147,4660,961,2234,88,32762,26572,3931,1663,401,346,73,0,0,35613,31418,1950,1498,538,262,0,1423,398,17,22,0,44254,33318,6298,2878,752,1312,60,44254,33318,6298,2426,495,94,20,143,1460,36618,31638,2342,1753,520,359,0,0,0,0,0,0,39777,33367,2596,2786,522,522,0,2460,396,8,0,42100,35290,2827,2849,435,532,0,2476,341,65,0,14897,3541,11155,18005,3238,14767,21258,4119,16323,20415,3449,15839,20915,4558,16049,20573,4628,15945,20321,4450,15871,23525,5172,17789,29169,7359,21361,28910,6919,21168,28628,7005,20891,25882,6560,19322,25873,6703,19170,25598,5909,19134,24773,6276,17781,24908,5258,19436,24770,5580,18785,24740,5561,18580,24692,5006,18668,24710,5431,19279,27844,6744,20649,34692,9110,25354,33312,7332,25980
24,24,34618,26577,4115,1509,2341,238,39,0,0,50471,33920,6259,3009,6982,609,3,0,0,59011,35485,6703,4313,11252,1009,65,53591,33282,6866,3372,9569,726,5,2529,8356,180,0,441,1934,58148,34599,7080,3153,12475,1185,4,23784,18622,2622,958,1496,151,25,0,0,30063,24058,1817,1708,2188,272,0,1602,1836,114,61,0,41814,26519,4315,2926,7206,674,41,41814,26519,4315,2526,6863,69,19,235,1268,31577,24387,2214,2047,2595,345,0,0,0,0,0,0,34168,25952,2547,1946,3436,274,0,1710,2549,43,0,36390,26559,2723,2348,4571,220,0,2189,3779,12,0,13678,3283,10233,16360,3380,12980,20929,5789,14140,20260,4614,14467,20371,6682,13393,20100,6523,13577,19977,6464,13513,23299,7405,15302,29248,10733,18072,29018,10045,18188,28701,9979,17965,26282,9518,16764,26260,9656,16604,25020,8203,16235,23639,8293,14631,23767,7037,16504,23647,7364,15863,23641,7397,15671,23624,6556,16169,23606,7456,16150,26810,9086,17228,31654,11059,20135,31277,9859,21418
25,25,44966,33028,2005,2243,7538,206,49,0,0,58052,35432,3431,3321,15853,356,9,0,0,59414,30889,3218,3606,20790,548,73,57736,33669,3653,3624,17176,205,10,2840,16021,12,0,45,1496,58729,32158,3948,3940,18400,305,35,29986,22345,1238,1433,4864,130,24,0,0,34562,25156,1633,1959,5673,170,0,1876,5453,40,17,0,42520,23862,2164,2507,13354,341,53,42520,23862,2164,2162,12996,43,12,191,1090,34185,24164,1662,2126,5944,96,0,0,0,0,0,0,35700,24012,1756,2637,7062,94,0,2541,6915,14,0,36981,22250,2359,2718,9161,123,5,2638,8977,48,5,21949,5720,16096,21443,5036,16407,24803,8419,15377,24101,6231,16800,23076,8833,13942,22760,8543,14217,22548,8380,14168,26297,9771,15980,31678,13802,17503,31388,12805,17977,31020,12566,17633,28674,12109,16565,28646,12311,16335,26517,10490,15524,23755,10224,12899,23916,8686,15078,23786,9082,14347,23750,9139,14122,23795,7903,15189,23731,9150,14581,27695,11393,15890,31696,13766,17527,31133,12031,19102
26,26,43715,34396,5546,1360,2261,345,52,0,0,53258,38232,5781,2676,6362,431,130,0,0,59248,37609,7150,2646,10631,1166,70,54599,38142,5761,3097,7480,486,87,1982,6862,181,0,76,1595,58390,38411,6521,2945,10273,1017,288,31736,25662,3596,859,1470,235,30,0,0,35339,29150,2062,1666,2148,230,10,1541,2056,73,88,0,44081,30066,4742,1767,6583,822,40,44081,30066,4742,1402,6287,55,17,192,1320,36891,29504,2151,1825,3012,250,0,0,0,0,0,0,38778,30109,2856,1550,3777,274,0,1410,3433,35,0,41775,31854,3290,1607,4535,292,0,1189,4124,44,0,19829,4012,15579,20508,3799,16709,24202,5656,17547,23431,4431,17691,22919,6153,16411,22562,6027,16535,22417,5877,16540,25615,6825,18144,30486,9705,20297,30187,8958,20413,29935,8940,20192,27078,8428,18650,27066,8633,18433,25968,7518,17857,23679,7710,15302,23816,6393,17187,23650,6747,16470,23663,6782,16309,23612,5969,16757,23620,6833,16787,27198,8371,18351,31422,10707,20420,30977,9480,21497
27,27,55556,47580,5080,1967,580,522,67,0,0,55064,44394,6922,2781,652,334,63,0,0,58795,46856,6952,2589,776,1655,61,55440,45635,5939,2812,663,388,37,2264,519,30,4,36,1015,56831,45469,6374,3306,1206,658,68,41325,36659,2845,1172,344,373,30,0,0,40770,35764,2397,1894,440,281,4,1779,339,39,4,0,46004,38005,4418,1698,557,1293,38,46004,38005,4418,1414,382,92,19,112,1562,41918,37488,2181,1606,381,325,4,0,0,0,0,0,42908,37988,2223,1988,589,421,4,1928,412,8,4,45388,40072,2362,1790,705,425,9,1600,535,4,9,23159,4001,18886,22057,3205,18852,24498,3719,20020,23631,3188,19219,23264,3763,19258,22820,3883,18937,22591,3721,18870,25712,4201,20985,30376,5638,24295,30179,5237,24159,30168,5150,24475,26746,4924,21822,26739,5059,21680,26717,4422,21779,25150,4538,19899,25325,3648,21469,25163,3936,20829,25154,3919,20705,25063,3506,20549,25048,4226,20822,28342,4876,23042,33942,6262,27485,33401,5680,27721
28,28,45895,38800,5165,979,689,414,74,0,0,56651,46910,7079,1686,776,248,110,0,0,58972,45115,8016,2686,1745,1513,72,56150,46851,6562,1468,867,183,84,1076,611,38,0,14,997,59399,47341,6771,3086,1613,490,234,33376,29018,3125,590,445,284,36,0,0,39038,35474,2379,643,333,147,16,556,214,45,42,0,44444,35271,5083,1747,1205,1094,51,44444,35271,5083,1400,961,75,14,158,1482,39219,35753,2238,773,311,122,0,0,0,0,0,0,42656,37278,2801,1597,774,217,0,1417,487,20,0,43914,36967,3621,2068,797,279,24,1832,587,24,24,17775,3165,14402,19505,2856,16649,23479,4013,18598,22675,3230,18112,22823,4484,18023,22504,4565,17939,22291,4381,17910,25536,5027,19872,31029,7191,23316,30824,6678,23240,30604,6681,23166,27568,6265,21303,27552,6417,21135,26843,5596,20637,25250,5844,18642,25389,4763,20410,25238,5123,19669,25250,5080,19557,25160,4572,19515,25223,5251,19972,28705,6323,21877,34570,8333,25987,34137,7448,26689
29,29,53303,19593,25152,7257,1450,585,157,0,0,60133,21657,29468,7232,1730,507,158,0,0,59200,21340,27396,8132,1886,1579,78,62118,21373,30468,8380,2104,622,50,7297,1691,74,3,419,794,62394,22892,29347,7734,1966,735,40,37227,16481,14702,5018,1042,413,98,0,0,30559,18426,6069,5013,760,180,4,4887,659,36,171,0,43131,18239,17126,5861,1466,1141,45,43131,18239,17126,5412,1302,61,24,143,824,32520,17991,7246,5843,1034,229,4,0,0,0,0,0,34053,18973,7944,5496,998,210,0,5206,904,8,0,36407,20599,8422,5849,1208,208,0,5534,1000,10,0,11123,4356,6593,11458,4219,7239,13821,5204,8073,13164,4369,8078,13414,5610,7623,13088,5499,7589,12777,5218,7559,14868,5886,8639,18136,7562,10279,17921,7152,10199,17873,7150,10243,15517,6602,8915,15502,6676,8826,15076,5824,8905,13626,5383,7823,13726,4835,8758,13606,4951,8389,13597,4924,8308,13571,4603,8496,13544,5170,8374,16257,6374,9602,20490,8323,12027,19969,7649,12320
30,30,49609,36287,8113,3732,1406,341,58,0,0,59113,42445,9479,5315,1717,428,25,0,0,59266,39727,11128,5186,2205,1378,56,57959,40334,10373,4931,1511,773,12,4349,1241,45,0,43,1564,58991,39714,12684,4960,1386,453,0,35877,27532,4803,2535,909,239,38,0,0,40177,31882,3305,3639,1036,259,0,3538,967,73,40,0,45414,32016,7327,3678,1552,989,34,45414,32016,7327,3263,1345,67,10,128,1258,39311,31005,3660,3530,768,420,0,0,0,0,0,0,40150,31400,5048,2911,701,201,0,2718,614,23,0,43119,32850,5493,3472,939,236,8,3216,820,19,8,19288,4351,14753,20543,3994,16549,24134,5257,18052,23114,4344,17527,23148,5724,17117,22766,5757,17009,22400,5519,16881,25854,6334,18928,31162,8721,21977,30924,8188,21885,30751,8192,21845,27234,7584,19650,27234,7730,19504,27029,6829,19637,25354,6911,17694,25541,5817,19482,25392,6207,18754,25376,6157,18583,25360,5556,18835,25312,6398,18914,28857,7647,20732,34962,10131,24613,34401,9316,25085
31,31,47023,32832,9132,3932,981,404,27,0,0,54422,37076,11270,4166,1587,327,7,0,0,59901,39279,12957,4770,1773,1685,69,55823,38294,11437,4107,1777,385,7,3474,1396,14,0,107,1106,61844,41207,13492,5032,1599,520,19,33159,24492,5247,2681,614,276,16,0,0,35779,27886,3916,2931,810,256,0,2823,750,18,6,0,43120,29604,8170,3265,1197,1161,53,43120,29604,8170,2930,1013,92,12,138,1161,36799,28587,4034,2779,1047,301,0,0,0,0,0,0,40589,31064,4833,3423,820,377,0,3288,652,29,0,45572,33753,5856,4047,1185,431,0,3730,1046,22,0,14024,3215,10623,16218,3182,13036,19226,3717,14883,18449,3188,14376,19069,3984,14900,18744,4020,14724,18423,3859,14564,21335,4507,16416,26647,6322,19945,26428,6025,19685,26240,6039,19644,22792,5567,17225,22784,5670,17114,22968,4940,17587,21898,4952,16387,21988,4204,17628,21872,4413,17089,21831,4395,16954,21764,4150,16757,21816,4457,17359,25437,5730,19323,33831,8408,25228,33149,7699,25450
32,32,57786,49482,2584,4559,786,498,70,0,0,58176,47572,3751,5611,837,474,2,0,0,59145,47787,3567,5252,989,1572,77,58928,48056,4295,5737,717,522,21,4548,614,132,2,30,1258,59044,47274,4947,5421,1035,443,66,43859,38383,1516,3132,531,363,35,0,0,43210,37405,1162,3822,423,361,4,3746,369,143,20,0,45942,38122,2238,3659,694,1198,53,45942,38122,2238,3314,574,146,25,90,1433,43583,37983,1339,3572,369,314,4,0,0,0,0,0,44390,37927,1851,3754,618,295,0,3529,601,28,0,46140,39338,1789,3521,778,770,4,3105,753,23,4,21881,4804,16703,19882,3643,16239,21453,3335,17613,20369,2952,16553,20525,3144,17207,20085,3287,16798,19803,3128,16675,22471,3489,18677,26922,4534,22096,26676,4244,21842,26487,4177,21796,22826,3951,18875,22826,3994,18832,23210,3566,19298,21638,3494,17650,21785,2913,18682,21633,3113,18170,21620,3073,18130,21504,2763,17831,21600,3214,18386,24865,3839,20728,30825,4964,25737,30155,4503,25652
33,33,57050,47154,1885,7270,504,339,26,0,0,58082,46677,2675,7829,686,322,23,0,0,59187,47314,2415,7322,887,1127,66,58707,46918,2772,8072,797,470,20,7605,504,49,0,11,852,59486,47621,2802,7688,789,753,23,44204,37377,1163,5124,347,263,18,0,0,44657,37462,920,5604,345,282,0,5542,272,40,45,0,46498,38246,1457,5207,650,841,33,46498,38246,1457,4915,541,72,5,133,1129,45420,37897,1154,5666,343,263,0,0,0,0,0,0,45905,38686,1032,5477,293,466,0,5360,254,64,0,47098,39881,838,5374,535,535,0,5075,440,55,0,22725,6171,16159,20848,4967,15881,22817,4445,17882,21233,3849,16541,21873,3782,17919,21340,3977,17363,20910,3657,17253,23855,4351,19206,28706,5538,22884,28329,5159,22631,28061,4966,22581,25033,4903,20130,25021,4885,20136,24961,4358,20282,23527,4109,18982,23660,3486,19983,23458,3739,19416,23421,3697,19328,23299,3294,19152,23442,3865,19577,26637,4611,21765,32267,5652,26501,31312,4917,26395
34,34,52561,38062,3224,8873,2300,377,45,0,0,58326,38250,3886,12654,3407,417,45,0,0,58947,38709,4995,10973,3292,1202,72,59884,40349,3955,11266,3644,352,52,10361,3206,93,23,209,1690,61891,40755,4440,12515,3763,633,78,38279,28863,1971,5779,1524,260,36,0,0,42249,29360,1973,8601,1999,259,30,8390,1820,56,20,0,44933,30760,3246,7780,2301,821,39,44933,30760,3246,7095,1944,47,12,287,1542,42636,31107,2111,7110,2141,225,25,0,0,0,0,0,44510,31872,2378,7801,1909,374,39,7375,1705,33,39,44562,30481,2498,9042,1962,416,10,8493,1661,68,10,25732,8320,17187,28237,8577,19660,30658,10736,18579,30226,8742,19953,29439,11597,17427,29078,11339,17739,28838,11335,17503,32159,12241,19144,36878,15971,20316,36671,15033,20810,36519,15149,20488,34081,14507,19574,34090,14867,19223,32736,13274,18745,30763,13568,16354,30953,12025,18694,30712,12388,17784,30675,12390,17477,30723,11364,18425,30604,12354,18250,34038,14387,19087,38316,17254,20626,37486,17245,20241
35,35,53273,30324,6032,13625,3356,513,93,0,0,58197,30610,6361,17106,4163,593,72,0,0,59689,27503,7249,19969,4237,1271,92,60267,27906,7553,19447,5002,635,91,17853,4346,122,13,378,2089,58823,26930,6743,20622,4064,414,86,40756,24945,3986,9351,2412,379,64,0,0,42300,25886,2691,11324,1895,343,19,11082,1759,152,185,0,48436,23901,5313,15275,3269,969,73,48436,23901,5313,13777,2778,102,20,459,2086,42947,24115,3236,13034,2102,423,35,0,0,0,0,0,43806,23272,3488,14788,2001,116,15,14421,1884,16,15,44917,24086,3452,14699,2351,172,6,14055,2016,14,6,21095,9849,11031,19541,8777,10764,21787,11100,9574,21105,9511,10276,19966,11620,8064,19680,11358,8322,19419,11221,8198,22518,12422,9445,26445,15761,10212,26223,15227,10189,26107,15205,10058,22705,13940,8765,22712,14074,8638,22054,12612,8874,19326,11651,7160,19400,10929,8279,19274,11024,7854,19227,10912,7696,19237,10451,8145,19213,10997,8216,23109,13557,9115,27973,16634,11034,27060,15878,11182
36,36,55147,41319,3895,7861,1958,420,79,0,0,57325,42276,4866,8354,1643,245,174,0,0,59898,39962,5757,10281,2810,1326,109,56297,40227,5943,8140,1783,366,174,7211,1469,92,0,278,1073,56417,40257,5975,7687,2036,460,19,38974,30166,2394,5001,1280,276,43,0,0,40388,32178,1902,5372,721,205,0,5241,685,43,55,0,45316,31519,3801,7118,1977,941,80,45316,31519,3801,6371,1625,75,21,280,1624,38555,30366,2259,4864,792,222,0,0,0,0,0,0,39569,30959,2254,5198,928,246,0,5142,894,19,0,41693,30676,2419,6256,1945,255,0,6005,1530,21,0,26795,7925,18621,26901,7256,19645,29210,8994,19010,28547,7558,19530,27084,9526,17203,26764,9463,17301,26553,9332,17221,30318,10374,19223,35432,13785,21065,35153,12989,21222,34930,13073,20932,31898,12362,19536,31894,12567,19327,31047,11226,19130,28840,11298,16727,29004,10020,18744,28805,10268,18022,28767,10219,17750,28763,9554,18164,28744,10124,18620,32287,12180,19554,36637,14739,21574,35941,15690,20251
37,37,51535,24675,10146,14176,2636,536,86,0,0,57553,28217,10335,15922,2797,1032,143,0,0,58927,26120,13256,14951,3799,1542,119,59143,28792,10464,17154,2455,850,145,14995,2208,143,10,300,2238,60519,27426,12438,16456,3750,1091,178,38989,20574,6527,9961,1886,370,59,0,0,37441,22099,2726,10576,1503,309,21,10121,1452,173,236,0,46057,22156,8902,11476,2774,1133,89,46057,22156,8902,10533,2482,95,25,375,1489,39684,22549,2716,12453,1502,244,15,0,0,0,0,0,40125,22707,3100,12232,1943,115,4,11426,1804,39,4,40012,21333,3752,12517,2142,139,0,11865,1776,39,0,21807,11060,10449,20136,9705,10431,21608,11238,9365,21091,9276,10601,20748,11822,8646,20467,11456,9011,20181,11333,8848,22745,12374,9798,26548,15635,10454,26329,14769,10798,26203,14916,10538,24116,13993,10123,24119,14248,9871,22762,12629,9594,20804,12058,8173,20865,10998,9678,20709,11149,9130,20636,11108,8905,20698,10302,9762,20669,11168,9501,23708,13394,9870,26983,15670,10963,25723,13525,12198
38,38,50362,19748,4860,25044,1019,472,64,0,0,57456,17675,6893,32442,1598,635,25,0,0,59317,15382,8730,33760,1457,1271,113,58533,17200,7165,34269,1462,479,28,31978,852,65,6,150,1109,62014,17494,8607,35728,1134,920,256,36347,16385,2898,16417,724,326,47,0,0,39983,14629,2985,21034,1142,205,8,20813,1033,30,88,0,44839,13498,5657,24318,1077,958,75,44839,13498,5657,22924,840,107,21,284,1508,40993,14800,3247,22123,740,156,4,0,0,0,0,0,43910,15167,3859,23990,497,245,10,23451,441,29,10,44130,13817,4762,24625,486,311,6,23887,387,32,6,20772,12368,8227,22341,14207,8134,23625,15577,7450,22585,13939,7757,22877,16422,6297,22529,16184,6345,22012,15755,6257,24902,17240,7254,29175,20905,7956,28879,20427,7748,28817,20559,7637,26626,19845,6781,26619,19890,6729,24775,17540,6808,22382,16501,5434,22490,16035,6316,22277,15856,6026,22205,15848,5818,22249,15339,6393,22195,16592,5603,25928,18618,6944,30478,22020,8210,30052,21926,8126
39,39,53296,15244,9959,27172,1257,671,93,0,0,61139,14285,13572,33728,1606,271,55,0,0,59381,12233,12942,33016,1263,1228,76,60069,15089,12719,31680,1873,323,70,29140,1307,50,0,97,1673,59654,13503,13063,32607,1645,914,74,37818,12586,5980,18456,914,420,58,0,0,37525,11399,3192,22043,709,168,0,21604,679,75,40,0,44436,10429,8292,24569,1014,909,53,44436,10429,8292,23329,786,77,14,268,1241,38215,12176,3358,21723,611,212,0,0,0,0,0,0,39463,11779,3792,22715,774,325,10,22174,760,24,10,39855,11283,4844,22375,990,226,54,21839,948,5,54,18938,13002,5768,20142,14361,5781,20791,15379,4828,20023,13686,5499,20630,16230,4242,20344,15891,4453,19905,15557,4348,22114,16770,4964,25705,19995,5402,25443,19478,5342,25510,19698,5224,23477,18748,4729,23481,18888,4593,21916,16876,4678,19936,15874,3705,19997,15296,4572,19814,15227,4259,19741,15104,4114,19824,14583,4784,19703,15504,4199,22749,17650,4795,25695,20005,5498,25368,19936,5432
40,40,56266,40848,2691,11811,781,534,91,0,0,57812,37523,3039,15799,1232,466,47,0,0,60184,36205,4812,16936,1072,1480,80,57603,37834,2900,15396,1199,809,47,14471,862,19,0,88,1427,59081,36444,3325,17880,1365,963,106,39311,29550,1577,7545,476,355,55,0,0,41794,28273,1816,10747,549,329,0,10586,345,10,90,0,45134,28405,3041,11921,742,1084,56,45134,28405,3041,11038,538,125,19,289,1679,41459,27685,1849,10601,534,268,0,0,0,0,0,0,42139,26657,1802,12455,541,353,0,12283,442,49,0,43908,27232,2738,12897,493,335,0,12695,368,45,0,25886,8383,17276,23822,7314,16508,25619,7758,17119,24660,6937,16612,24197,8362,15607,23843,8356,15487,23385,8083,15302,26761,9127,17098,31280,11839,19016,31033,11520,18719,30901,11662,18554,27479,11034,16445,27476,11124,16352,26648,9885,16264,24045,9806,13702,24128,9154,14779,23994,9223,14346,23939,9172,14196,23911,8791,14377,23841,9697,14144,27807,10862,16525,32543,13665,18696,32084,13892,18192
41,41,54888,16989,14811,21584,1920,645,88,0,0,61081,15879,17254,26924,1711,408,43,0,0,60122,14079,19971,23846,2078,1532,90,59530,14166,16671,26977,2353,523,7,25011,2007,72,0,384,1222,57935,13378,16899,25989,1939,538,0,39621,14718,8854,14790,1440,414,69,0,0,37221,13197,4938,17859,984,254,1,17533,939,15,189,0,45271,12502,12927,17816,1662,1146,64,45271,12502,12927,16732,1419,100,24,380,1187,37569,12653,5142,18106,1371,314,0,0,0,0,0,0,37064,12008,5426,18240,1105,140,0,17995,1038,10,0,36298,12119,6515,16280,940,256,0,15829,877,21,0,17705,10992,6538,17969,11501,6468,18769,12508,5658,17985,10946,6166,18031,12843,4999,17723,12586,5137,17347,12312,5035,19490,13333,5771,22441,15751,6414,22202,15312,6255,22145,15432,6176,19934,14464,5470,19931,14542,5389,18615,12868,5390,16145,11543,4248,16229,11031,5057,16089,11041,4767,16029,10969,4604,16063,10571,5065,15986,11166,4820,19208,13365,5551,22282,15538,6570,21862,15388,6474
42,42,53245,21624,11919,17725,2227,576,89,0,0,59149,23064,13348,19245,3794,714,233,0,0,59017,23214,12673,18804,3848,1279,81,60282,23394,11711,21279,4199,846,264,18765,3520,52,165,225,2447,60338,23471,10576,21346,4748,951,227,40771,18724,7399,12973,1697,386,63,0,0,37795,19116,3502,13113,1588,245,89,12679,1428,36,174,0,46520,19946,8514,14436,3009,951,60,46520,19946,8514,13245,2640,103,16,369,1687,39951,19657,3503,14348,1888,371,104,0,0,0,0,0,41319,20111,3708,14575,2444,221,110,13868,2060,31,110,40952,20044,4344,13564,2413,348,99,12682,1987,32,99,19665,11435,7976,18282,10483,7799,20562,12599,6931,20123,10783,8080,20189,13686,6214,19888,13270,6618,19591,13198,6393,22140,14184,7351,26315,17797,8015,26113,16983,8344,25921,16958,8189,23490,15905,7585,23492,16106,7386,22144,14443,7131,20038,13709,5745,20111,12751,7179,19965,12884,6649,19916,12728,6502,19973,12010,7387,19816,12869,6947,23094,15260,7383,26047,17348,8443,25761,17111,8650
43,43,56202,25876,8139,17468,4344,540,116,0,0,58149,27873,6564,17835,5794,613,175,0,0,59626,24513,8031,18867,5426,1300,79,56965,28272,5967,16829,5365,471,184,15213,4708,51,9,688,2056,58186,25005,6710,17844,6113,829,104,44280,22131,5512,12750,3444,383,90,0,0,38274,21124,2765,12276,1835,291,11,11869,1617,146,71,0,48172,21202,5737,14570,4329,964,47,48172,21202,5737,13225,3900,104,26,1223,2755,38991,22281,2749,11936,1851,220,15,0,0,0,0,0,38677,21086,2779,12713,1776,424,10,11991,1470,133,10,39879,21381,3784,12436,1895,348,37,11755,1652,82,37,21395,11564,9601,20282,10869,9413,21565,12467,8048,21205,10554,9322,20352,12603,7436,20061,12318,7743,19810,12179,7631,22249,13124,8494,25305,15816,9005,25118,14986,9358,25004,15002,9203,22376,13786,8590,22373,13969,8404,21402,12805,8047,18856,11782,6543,18935,10861,7905,18778,10962,7403,18752,10932,7205,18799,10280,7939,18715,10950,7765,22077,13366,8270,25391,15729,9369,24412,14030,10382
44,44,50232,37039,4463,5530,2976,464,67,0,0,56793,39785,5865,7982,3245,606,16,0,0,60002,38825,7197,7990,4320,1333,84,60251,40488,7037,8035,3890,747,7,6804,3570,84,0,346,1923,63061,40980,7493,9031,4225,1357,20,38283,29380,2898,3694,2092,329,39,0,0,41291,31046,2757,5206,1958,366,0,4935,1842,120,108,0,46773,31659,4925,5635,3157,987,62,46773,31659,4925,4910,2705,92,10,495,1977,43872,32401,3278,5325,2567,344,0,0,0,0,0,0,46454,33942,3474,5468,2895,357,20,5159,2725,32,20,48082,35922,3386,5177,2792,623,24,4591,2551,27,24,27163,9723,17079,23830,7665,16165,26742,9652,15610,26118,7958,16393,25372,10545,14345,25022,10407,14615,24756,10313,14443,28012,11182,15947,32589,14679,17246,32369,13848,17482,32109,13897,17175,29388,13332,16056,29371,13548,15823,28366,11942,15628,26136,11911,13356,26288,10652,15350,26103,10875,14688,26080,10906,14351,26084,10087,15077,26003,10990,15013,29626,12909,16100,34465,15514,18529,32540,12827,19713
